"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5"
"Purple stigma grass","2021-07-16","FBF","32","A",92,2,47,53,46,9,21,23,24,26
"Purple stigma grass","2021-07-16","FBF","32","B",98,2,49,53,46,9,21,23,24,26
"Purple stigma grass","2021-07-16","FBF","32","C",20,2,51.5,53,46,9,21,23,24,26
"Purple stigma grass","2021-07-16","FBF","33","A",18,2,48,53,46,23,27,18,28,26
"Purple stigma grass","2021-07-16","FBF","33","B",22,2,49,53,46,23,27,18,28,26
"Purple stigma grass","2021-07-16","FBF","33","C",59,2,52.5,53,46,23,27,18,28,26
"Purple stigma grass","2021-07-16","FBF","34","A",43,2,40,44.5,38,5,8,11,13,20
"Purple stigma grass","2021-07-16","FBF","34","B",64,2,41,44.5,38,5,8,11,13,20
"Purple stigma grass","2021-07-16","FBF","34","C",46,2,42.5,44.5,38,5,8,11,13,20
"Purple stigma grass","2021-07-16","FBF","35","A",188,2,47,53,46,13,11,17,17,19
"Purple stigma grass","2021-07-16","FBF","35","B",67,2,49,53,46,13,11,17,17,19
"Purple stigma grass","2021-07-16","FBF","35","C",141,2,52.5,53,46,13,11,17,17,19
"Purple stigma grass","2021-07-16","FBF","36","B",78,2,38.5,42,35.5,14,18,19,29,26
"Purple stigma grass","2021-07-16","FBF","36","C",50,2,40,42,35.5,14,18,19,29,26
"Purple stigma grass","2021-07-16","FBF","37","A",113,2,48.5,53.5,47,4,17,13,20,17
"Purple stigma grass","2021-07-16","FBF","37","B",16,2,50,53.5,47,4,17,13,20,17
"Purple stigma grass","2021-07-16","FBF","37","C",17,2,52.5,53.5,47,4,17,13,20,17
"Purple stigma grass","2021-07-16","FBF","38","A",126,2,44,49,42,15,14,14,13,15
"Purple stigma grass","2021-07-16","FBF","38","B",19,2,45,49,42,15,14,14,13,15
"Purple stigma grass","2021-07-16","FBF","38","C",2,2,47.5,49,42,15,14,14,13,15
"Purple stigma grass","2021-07-16","FBF","39","A",72,2,48,55,46,11,15,30,27,26
"Purple stigma grass","2021-07-16","FBF","39","B",81,2,50.5,55,46,11,15,30,27,26
"Purple stigma grass","2021-07-16","FBF","39","C",44,2,54,55,46,11,15,30,27,26
"Purple stigma grass","2021-07-16","FBF","4","A",42,2,54,61,53.5,5,8,21,11,19
"Purple stigma grass","2021-07-16","FBF","4","B",125,2,57,61,53.5,5,8,21,11,19
"Purple stigma grass","2021-07-16","FBF","4","C",49,2,60.5,61,53.5,5,8,21,11,19
"Purple stigma grass","2021-07-16","FBF","40","A",24,2,33,38,32,12,16,3,13,18
"Purple stigma grass","2021-07-16","FBF","40","B",37,2,35,38,32,12,16,3,13,18
"Purple stigma grass","2021-07-16","FBF","40","C",35,2,37.5,38,32,12,16,3,13,18
"Purple stigma grass","2021-07-16","FBF","41","A",128,2,37.5,43,37,4,20,20,24,35
"Purple stigma grass","2021-07-16","FBF","41","B",42,2,41,43,37,4,20,20,24,35
"Purple stigma grass","2021-07-16","FBF","41","C",88,2,42.5,43,37,4,20,20,24,35
"Purple stigma grass","2021-07-16","FBF","42","A",62,2,49.5,56,48,4,9,16,23,24
"Purple stigma grass","2021-07-16","FBF","42","B",133,2,52,56,48,4,9,16,23,24
"Purple stigma grass","2021-07-16","FBF","42","C",51,2,55.5,56,48,4,9,16,23,24
"Purple stigma grass","2021-07-16","FBF","43","A",53,2,57.5,64,57,26,23,23,20,8
"Purple stigma grass","2021-07-16","FBF","43","B",39,2,59,64,57,26,23,23,20,8
"Purple stigma grass","2021-07-16","FBF","43","C",24,2,62,64,57,26,23,23,20,8
"Purple stigma grass","2021-07-16","FBF","44","A",33,2,41,46.5,40,13,20,19,16,19
"Purple stigma grass","2021-07-16","FBF","44","B",23,2,43.5,46.5,40,13,20,19,16,19
"Purple stigma grass","2021-07-16","FBF","44","C",25,2,46,46.5,40,13,20,19,16,19
"Purple stigma grass","2021-07-16","FBF","45","A",48,2,26.5,30,24.5,21,8,15,20,24
"Purple stigma grass","2021-07-16","FBF","45","B",34,2,27,30,24.5,21,8,15,20,24
"Purple stigma grass","2021-07-16","FBF","45","C",36,2,29,30,24.5,21,8,15,20,24
"Purple stigma grass","2021-07-16","FBF","5","A",76,2,38,42,36,12,14,7,10,11
"Purple stigma grass","2021-07-16","FBF","5","B",41,2,39,42,36,12,14,7,10,11
"Purple stigma grass","2021-07-16","FBF","5","C",56,2,41,42,36,12,14,7,10,11
"Purple stigma grass","2021-07-16","FBF","6","A",58,2,26,28,22,8,8,11,12,13
"Purple stigma grass","2021-07-16","FBF","6","B",95,2,26,28,22,8,8,11,12,13
"Purple stigma grass","2021-07-16","FBF","6","C",24,2,27,28,22,8,8,11,12,13
"Purple stigma grass","2021-07-16","FBF","7","A",11,2,42,46,41,9,12,16,10,15
"Purple stigma grass","2021-07-16","FBF","7","B",38,2,44,46,41,9,12,16,10,15
"Purple stigma grass","2021-07-16","FBF","7","C",12,2,46,46,41,9,12,16,10,15
"Purple stigma grass","2021-07-16","FBF","8","A",72,2,37,42,36,4,8,6,10,15
"Purple stigma grass","2021-07-16","FBF","8","B",86,2,39,42,36,4,8,6,10,15
"Purple stigma grass","2021-07-16","FBF","8","C",24,2,41.5,42,36,4,8,6,10,15
"Purple stigma grass","2021-07-16","FBF","9","A",62,2,52,66.5,51,13,14,14,14,17
"Purple stigma grass","2021-07-16","FBF","9","C",6,2,53.5,66.5,51,13,14,14,14,17
"Purple stigma grass","2021-07-16",NA,"11","B2",23,2,NA,NA,NA,NA,NA,NA,NA,NA
"Purple stigma grass","2021-07-16",NA,"XX","B",165,2,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F1","1",6,3,20.1,NA,NA,22,28,24,30,8
"Rumex acetosella","2021-06-04","KM","F1","2",3,3,20.1,NA,NA,22,28,24,30,8
"Rumex acetosella","2021-06-04","KM","F1","3",5,3,20.1,NA,NA,22,28,24,30,8
"Rumex acetosella","2021-06-04","KM","F10","1",1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F10","2",0,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F2","1",2,3,14.7,NA,NA,15,14,16,18,24
"Rumex acetosella","2021-06-04","KM","F2","2",0,3,14.7,NA,NA,15,14,16,18,24
"Rumex acetosella","2021-06-04","KM","F3","1",3,3,12.1,NA,NA,11,15,21,36,39
"Rumex acetosella","2021-06-04","KM","F3","2",2,3,12.1,NA,NA,11,15,21,36,39
"Rumex acetosella","2021-06-04","KM","F3","3",0,3,12.1,NA,NA,11,15,21,36,39
"Rumex acetosella","2021-06-04","KM","F4","1",1,3,12,NA,NA,13,18,27,50,49
"Rumex acetosella","2021-06-04","KM","F4","2",1,3,12,NA,NA,13,18,27,50,49
"Rumex acetosella","2021-06-04","KM","F4","3",2,3,12,NA,NA,13,18,27,50,49
"Rumex acetosella","2021-06-04","KM","F4","4",2,3,12,NA,NA,13,18,27,50,49
"Rumex acetosella","2021-06-04","KM","F5","1",1,3,10.8,NA,NA,7,40,51,29,47
"Rumex acetosella","2021-06-04","KM","F5","2",1,3,10.8,NA,NA,7,40,51,29,47
"Rumex acetosella","2021-06-04","KM","F7","1",1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F7","2",0,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F8","1",3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F8","2",6,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-04","KM","F8","3",3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella","2021-06-06","WCK","F1","1",1,3,8.9,NA,NA,8.5,7.8,6.5,12,16
"Rumex acetosella","2021-06-06","WCK","F1","2",0,3,8.9,NA,NA,8.5,7.8,6.5,12,16
"Rumex acetosella","2021-06-06","WCK","F1","3",3,3,8.9,NA,NA,8.5,7.8,6.5,12,16
"Rumex acetosella","2021-06-06","WCK","F10","1",4,3,19.3,NA,NA,18,17,26,43,19.5
"Rumex acetosella","2021-06-06","WCK","F10","2",1,3,19.3,NA,NA,18,17,26,43,19.5
"Rumex acetosella","2021-06-06","WCK","F10","3",1,3,19.3,NA,NA,18,17,26,43,19.5
"Rumex acetosella","2021-06-06","WCK","F14","1",3,3,17,NA,NA,71,81,24,83,42
"Rumex acetosella","2021-06-06","WCK","F14","2",1,3,17,NA,NA,71,81,24,83,42
"Rumex acetosella","2021-06-06","WCK","F14","3",5,3,17,NA,NA,71,81,24,83,42
"Rumex acetosella","2021-06-06","WCK","F15","1",0,3,18.5,NA,NA,82,72,155,89,91
"Rumex acetosella","2021-06-06","WCK","F15","2",0,3,18.5,NA,NA,82,72,155,89,91
"Rumex acetosella","2021-06-06","WCK","F15","3",0,3,18.5,NA,NA,82,72,155,89,91
"Rumex acetosella","2021-06-06","WCK","F5","1",0,3,13.9,NA,NA,57,92,76,93,106
"Rumex acetosella","2021-06-06","WCK","F5","2",1,3,13.9,NA,NA,57,92,76,93,106
"Rumex acetosella","2021-06-06","WCK","F5","3",4,3,13.9,NA,NA,57,92,76,93,106
"Rumex acetosella","2021-06-06","WCK","F8","1",1,3,12.6,NA,NA,51.8,88.5,132.5,162,48.7
"Rumex acetosella","2021-06-06","WCK","F8","2",3,3,12.6,NA,NA,51.8,88.5,132.5,162,48.7
"Rumex acetosella","2021-06-06","WCK","F8","3",0,3,12.6,NA,NA,51.8,88.5,132.5,162,48.7
"Rumex acetosella","2021-06-07","KMW","F11","1",8,3,20.6,NA,NA,141,142,144,144,145
"Rumex acetosella","2021-06-07","KMW","F11","2",7,3,20.6,NA,NA,141,142,144,144,145
"Rumex acetosella","2021-06-07","KMW","F12","1",1,3,21.5,NA,NA,131,132,132,133,133
"Rumex acetosella","2021-06-07","KMW","F12","2",5,3,21.5,NA,NA,131,132,132,133,133
"Rumex acetosella","2021-06-07","KMW","F13","1",5,3,17.3,NA,NA,45,64,30,29,35
"Rumex acetosella","2021-06-07","KMW","F13","2",1,3,17.3,NA,NA,45,64,30,29,35
"Rumex acetosella","2021-06-07","KMW","F14","1",0,3,22.3,NA,NA,69,89,88,52,52
"Rumex acetosella","2021-06-07","KMW","F14","2",0,3,22.3,NA,NA,69,89,88,52,52
"Rumex acetosella","2021-06-07","KMW","F15","1",2,3,29.5,NA,NA,58,60,70,70,72
"Rumex acetosella","2021-06-07","KMW","F15","2",1,3,29.5,NA,NA,58,60,70,70,72
"Rumex acetosella","2021-06-07","KMW","F16","1",1,3,21.6,NA,NA,45,46,51,55,61
"Rumex acetosella","2021-06-07","KMW","F16","2",1,3,21.6,NA,NA,45,46,51,55,61
"Rumex acetosella","2021-06-07","KMW","F17","1",0,3,6.7,NA,NA,34,27,28,28,32
"Rumex acetosella","2021-06-07","KMW","F17","2",0,3,6.7,NA,NA,34,27,28,28,32
"Rumex acetosella","2021-06-07","KMW","F18","1",1,3,7.4,NA,NA,5,4,7,9,42
"Rumex acetosella","2021-06-07","KMW","F18","2",0,3,7.4,NA,NA,5,4,7,9,42
"Rumex acetosella","2021-06-07","KMW","F19","1",1,3,21.6,NA,NA,23,49,63,97,100
"Rumex acetosella","2021-06-07","KMW","F19","2",0,3,21.6,NA,NA,23,49,63,97,100
"Rumex acetosella","2021-06-07","KMW","F20","1",1,3,11.5,NA,NA,77,60,85,118,121
"Rumex acetosella","2021-06-07","KMW","F20","2",0,3,11.5,NA,NA,77,60,85,118,121
"Rumex acetosella","2021-06-07","KMW","F21","1",1,3,23.2,NA,NA,8,56,59,60,63
"Rumex acetosella","2021-06-07","KMW","F21","2",1,3,23.2,NA,NA,8,56,59,60,63
"Rumex acetosella","2021-06-07","KMW","F22","1",1,3,14.8,NA,NA,38,32,42,45,72
"Rumex acetosella","2021-06-07","KMW","F22","2",0,3,14.8,NA,NA,38,32,42,45,72
"Rumex acetosella","2021-06-07","KMW","F23","1",3,3,18.9,NA,NA,46,42,43,172,179
"Rumex acetosella","2021-06-07","KMW","F23","2",5,3,18.9,NA,NA,46,42,43,172,179
"Rumex acetosella","2021-06-07","KMW","F24","1",2,3,23.1,NA,NA,170,164,177,171,140
"Rumex acetosella","2021-06-07","KMW","F24","2",1,3,23.1,NA,NA,170,164,177,171,140
"Rumex acetosella","2021-06-07","KMW","F25","1",2,3,29,NA,NA,52,56,61,75,80
"Rumex acetosella","2021-06-07","KMW","F25","2",8,3,29,NA,NA,52,56,61,75,80
"Rumex acetosella","2021-06-09","KMW","F1","1",7,3,13.2,NA,NA,28,42,46,63,36
"Rumex acetosella","2021-06-09","KMW","F1","2",4,3,13.2,NA,NA,28,42,46,63,36
"Rumex acetosella","2021-06-09","KMW","F10","1",0,3,23.5,NA,NA,21,24,28,49,50
"Rumex acetosella","2021-06-09","KMW","F10","2",6,3,23.5,NA,NA,21,24,28,49,50
"Rumex acetosella","2021-06-09","KMW","F11","1",4,3,24.7,NA,NA,66,97,120,110,116
"Rumex acetosella","2021-06-09","KMW","F11","2",1,3,24.7,NA,NA,66,97,120,110,116
"Rumex acetosella","2021-06-09","KMW","F12","1",3,3,26,NA,NA,101,129,136,132,151
"Rumex acetosella","2021-06-09","KMW","F12","2",0,3,26,NA,NA,101,129,136,132,151
"Rumex acetosella","2021-06-09","KMW","F13","1",2,3,22,NA,NA,105,130,137,142,146
"Rumex acetosella","2021-06-09","KMW","F13","2",2,3,22,NA,NA,105,130,137,142,146
"Rumex acetosella","2021-06-09","KMW","F14","1",6,3,14,NA,NA,57,77,37,46,30
"Rumex acetosella","2021-06-09","KMW","F14","2",6,3,14,NA,NA,57,77,37,46,30
"Rumex acetosella","2021-06-09","KMW","F15","1",10,3,17,NA,NA,75,41,41,43,78
"Rumex acetosella","2021-06-09","KMW","F15","2",2,3,17,NA,NA,75,41,41,43,78
"Rumex acetosella","2021-06-09","KMW","F16","1",11,3,8,NA,NA,38,56,40,35,60
"Rumex acetosella","2021-06-09","KMW","F16","2",6,3,8,NA,NA,38,56,40,35,60
"Rumex acetosella","2021-06-09","KMW","F17","1",3,3,10.5,NA,NA,22,18,72,75,40
"Rumex acetosella","2021-06-09","KMW","F17","2",4,3,10.5,NA,NA,22,18,72,75,40
"Rumex acetosella","2021-06-09","KMW","F18","1",2,3,18,NA,NA,168,170,168,174,167
"Rumex acetosella","2021-06-09","KMW","F18","2",0,3,18,NA,NA,168,170,168,174,167
"Rumex acetosella","2021-06-09","KMW","F2","1",1,3,23.5,NA,NA,27,21,26,34,38
"Rumex acetosella","2021-06-09","KMW","F2","2",9,3,23.5,NA,NA,27,21,26,34,38
"Rumex acetosella","2021-06-09","KMW","F20","1",5,3,22,NA,NA,27,36,34,29,53
"Rumex acetosella","2021-06-09","KMW","F20","2",4,3,22,NA,NA,27,36,34,29,53
"Rumex acetosella","2021-06-09","KMW","F21","1",0,3,25,NA,NA,43,180,175,170,269
"Rumex acetosella","2021-06-09","KMW","F21","2",1,3,25,NA,NA,43,180,175,170,269
"Rumex acetosella","2021-06-09","KMW","F22","1",0,3,20.1,NA,NA,128,134,83,127,134
"Rumex acetosella","2021-06-09","KMW","F22","2",0,3,20.1,NA,NA,128,134,83,127,134
"Rumex acetosella","2021-06-09","KMW","F23","1",1,3,23,NA,NA,49,51,55,54,62
"Rumex acetosella","2021-06-09","KMW","F23","2",3,3,23,NA,NA,49,51,55,54,62
"Rumex acetosella","2021-06-09","KMW","F24","1",4,3,22.8,NA,NA,74,78,81,69,78
"Rumex acetosella","2021-06-09","KMW","F24","2",0,3,22.8,NA,NA,74,78,81,69,78
"Rumex acetosella","2021-06-09","KMW","F25","1",0,3,16,NA,NA,36,40,54,40,37
"Rumex acetosella","2021-06-09","KMW","F25","2",0,3,16,NA,NA,36,40,54,40,37
"Rumex acetosella","2021-06-09","KMW","F3","1",0,3,25,NA,NA,28,51,28,27,37
"Rumex acetosella","2021-06-09","KMW","F3","2",0,3,25,NA,NA,28,51,28,27,37
"Rumex acetosella","2021-06-09","KMW","F4","1",2,3,24.7,NA,NA,53,62,64,87,86
"Rumex acetosella","2021-06-09","KMW","F4","2",1,3,24.7,NA,NA,53,62,64,87,86
"Rumex acetosella","2021-06-09","KMW","F5","1",2,3,35,NA,NA,33,35,39,22,15
"Rumex acetosella","2021-06-09","KMW","F5","2",0,3,35,NA,NA,33,35,39,22,15
"Rumex acetosella","2021-06-09","KMW","F6","1",4,3,21.3,NA,NA,44,56,60,65,62
"Rumex acetosella","2021-06-09","KMW","F6","2",5,3,21.3,NA,NA,44,56,60,65,62
"Rumex acetosella","2021-06-09","KMW","F7","1",0,3,15.5,NA,NA,30,52,51,48,63
"Rumex acetosella","2021-06-09","KMW","F7","2",1,3,15.5,NA,NA,30,52,51,48,63
"Rumex acetosella","2021-06-09","KMW","F8","1",1,3,22,NA,NA,231,230,237,236,245
"Rumex acetosella","2021-06-09","KMW","F8","2",4,3,22,NA,NA,231,230,237,236,245
"Rumex acetosella","2021-06-09","KMW","F9","1",6,3,28.5,NA,NA,165,187,174,153,178
"Rumex acetosella","2021-06-09","KMW","F9","2",1,3,28.5,NA,NA,165,187,174,153,178
"Thalictrum dioicum","2021-05-06","CT","N1","1-1",1,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-2",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-3",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-4",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-5",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-6",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-7",1,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","1-8",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-1",1,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-2",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-3",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-4",1,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-5",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-6",1,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-7",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N1","2-8",0,1,NA,32.385,NA,119.38,266.7,215.9,119.38,180.34
"Thalictrum dioicum","2021-05-06","CT","N10","1-1",1,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-2",4,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-3",3,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-4",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-5",4,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-6",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-7",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-8",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","1-9",3,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-1",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-2",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-3",3,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-4",1,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-5",0,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-6",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-7",2,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-8",1,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N10","2-9",1,1,NA,34.29,NA,5.08,48.26,27.94,142.24,101.6
"Thalictrum dioicum","2021-05-06","CT","N11","1-1",1,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-2",3,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-3",2,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-4",3,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-5",1,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-1",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-2",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-3",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-4",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-5",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","1-6",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","2-1",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","2-2",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","2-3",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","2-4",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","2-5",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","3-1",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","3-2",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","3-3",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","3-4",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N11","3-5",0,1,NA,15.875,NA,106.68,53.34,121.92,152.4,165.1
"Thalictrum dioicum","2021-05-06","CT","N12","1-1",1,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-2",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-3",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-4",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-5",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-6",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","1-7",1,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-1",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-2",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-3",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-4",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-5",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-6",1,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-7",0,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N12","2-8",1,1,NA,36.83,NA,111.76,162.56,256.54,307.34,342.9
"Thalictrum dioicum","2021-05-06","CT","N13","1-1",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-2",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-3",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-4",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-5",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-6",1,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-7",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","1-8",5,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-1",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-2",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-3",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-4",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-5",0,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
"Thalictrum dioicum","2021-05-06","CT","N13","2-6",2,1,NA,44.45,NA,45.72,129.54,213.36,241.3,185.42
