"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5"
"Thalictrum dioicum","2021-05-17","BI","BB27","1-3",2,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-4",1,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-5",2,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-6",4,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-7",8,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-8",3,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-9",2,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-1",1,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-2",1,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-3",0,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-4",2,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-5",1,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-6",4,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-7",0,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","2-8",0,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB28","1-1",1,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-2",4,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-3",1,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-4",3,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-5",1,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-6",2,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-7",6,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-8",2,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-9",1,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","1-10",2,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-1",7,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-2",0,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-3",5,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-4",4,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-5",3,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-6",3,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-7",5,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-8",5,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB28","2-9",3,1,NA,34,NA,23,41,56,62,41
"Thalictrum dioicum","2021-05-17","BI","BB29","1-1",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-2",1,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-3",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-4",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-5",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-6",1,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-7",1,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-8",1,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-9",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-10",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","1-11",0,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-1",3,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-2",3,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-3",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-4",4,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-5",4,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-6",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-7",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-8",5,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-9",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-10",6,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-11",1,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-12",4,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-13",2,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB29","2-14",5,1,NA,38,NA,25,35,31,32,38
"Thalictrum dioicum","2021-05-17","BI","BB3","1-1",27,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-2",18,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-3",14,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-4",30,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-5",18,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-6",32,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-7",37,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-8",18,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB3","1-9",25,1,NA,18.5,NA,34,28,15,15,27
"Thalictrum dioicum","2021-05-17","BI","BB30","1-1",3,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-2",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-3",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-4",6,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-5",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-6",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-7",1,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-8",5,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-9",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-10",2,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","1-11",1,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-1",6,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-2",4,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-3",9,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-4",5,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-5",7,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-6",8,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-7",3,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-8",11,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-9",6,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-10",6,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB30","2-11",7,1,NA,18,NA,17,19,11,20,46
"Thalictrum dioicum","2021-05-17","BI","BB4","1-1",10,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-2",2,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-3",14,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-4",8,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-5",18,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-6",14,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-7",16,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-8",8,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB4","1-9",9,1,NA,13,NA,31,31,20,32,38
"Thalictrum dioicum","2021-05-17","BI","BB5","1-1",5,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-2",6,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-3",3,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-4",3,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-5",2,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-6",3,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-7",2,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB5","1-8",1,1,NA,10,NA,15,23,34,37,22
"Thalictrum dioicum","2021-05-17","BI","BB6","1-1",11,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB6","1-2",22,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB6","1-3",18,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB6","1-4",5,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB6","1-5",6,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB6","1-6",2,1,NA,16.5,NA,13,19,20,10,26
"Thalictrum dioicum","2021-05-17","BI","BB7","1-1",9,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-2",18,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-3",10,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-4",4,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-5",20,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-6",19,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-7",25,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB7","1-8",26,1,NA,24,NA,29,37,39,61,55
"Thalictrum dioicum","2021-05-17","BI","BB8","1-1",10,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-2",9,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-3",7,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-4",5,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-5",16,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-6",14,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-7",3,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB8","1-8",5,1,NA,19,NA,32,23,23,45,71
"Thalictrum dioicum","2021-05-17","BI","BB9","1-1",6,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-2",3,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-3",4,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-4",2,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-5",8,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-6",5,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-7",9,1,NA,11,NA,20,25,27,28,33
"Thalictrum dioicum","2021-05-17","BI","BB9","1-8",6,1,NA,11,NA,20,25,27,28,33
